,genre,file_name,samplerate,duration,mean,std,max,min,diff_mean,diff_std
35,blues,blues.00035.au,22050,30,"[ -1.91685907   3.59321702   4.2998709   -2.40467295 -11.44243058
  12.76962524 -24.35738962  11.91022717 -19.11823883   0.94397914
 -18.98371423   2.00443386 -10.24620247   0.27330548  -7.78832068
  -1.24702922  -5.56610657  -1.55811912  -3.34568187  -0.52117632
  -1.42033123   0.56364772   0.39883989  -0.07921808   0.15414271
   0.71086747]","[  1.19894374   8.29553271   9.38340129   8.19461742  11.44377228
  10.49726629  11.49733096   8.97996358  11.42043263  12.03542007
   9.60610047   9.59468382   9.47420066   8.8498612    7.85106847
   5.77208722   5.54349327   5.15813599   3.95763454   2.93258599
   2.31767992   1.26551801   0.50756913   0.2961411    1.1624721
   1.80256007]","[  1.66617247  23.91122372  28.62989504  21.64117067  21.68501923
  46.89811368   6.43455331  42.89572924  20.66142697  39.51713175
  13.76372818  28.83546158  16.02984785  28.60926814  18.69919698
  21.70679857  15.01244252  15.67757882  11.59961247  12.17384091
   6.32554928   4.65018208   2.13892976   0.9293504    4.5773207
   6.46708904]","[ -5.49449648 -28.22621476 -24.46688727 -32.07910069 -49.22464213
 -19.42813928 -60.38615193 -17.58100998 -55.00742972 -42.77674386
 -50.83469321 -45.51051844 -50.05190571 -27.24094689 -35.41220726
 -24.36506217 -21.54418114 -14.83215518 -16.04114799 -10.44789082
  -8.3671707   -3.45584198  -1.14332541  -0.94473911  -3.51612837
  -5.59709079]","[  5.51007609   0.70665388  -6.70454385  -9.03775763  24.21205583
 -37.12701486  36.26761679 -31.02846599  20.06221797 -19.92769337
  20.98814809 -12.25063633  10.51950795  -8.06162616   6.54129146
  -4.31907735   4.00798745  -1.78756274   2.82450555  -0.89915491
   1.98397894  -0.16480783  -0.47805797   0.23336079   0.55672476]","[  8.99722502  14.76440883  11.36289411  10.88717574  13.27783162
  12.5683355   15.79196768  15.15551228  16.4779243   14.82041077
  14.7117346   12.84207658  12.14293636  11.66042748   9.93543694
   7.85952085   7.04043635   5.91028977   4.41158455   3.56269654
   2.29621551   1.2317564    0.65693126   1.08122091   1.64185291]"
36,blues,blues.00036.au,22050,30,"[ -2.08472690e+00   5.35891022e+00   6.48930882e+00   2.88352146e+00
  -1.15519612e+01   8.57197521e+00  -2.58157447e+01   7.05972770e+00
  -2.68357262e+01  -4.15049957e+00  -1.64159049e+01  -2.48875787e-02
  -8.29333805e+00   3.44853214e+00  -6.85959773e+00  -1.30216598e+00
  -1.17685986e+01   5.65926536e-01  -3.60117380e+00   7.69004977e-01
  -6.26766955e-01  -2.84430783e-02  -1.49707255e-01  -6.78912869e-02
  -2.82389341e-02  -3.64378665e-01]","[  1.18426327   7.45380198   6.45801547  13.02338673  10.04263627
   8.86527288  14.35832198  10.96557324  10.49664696  14.7615428
  10.95734466  10.23267263   9.48511399  10.15606788   8.36079879
   7.79441381   7.09463849   5.55018315   4.84953514   3.47121505
   2.43381854   1.61319786   0.60011341   0.28703877   1.13667015
   1.71708463]","[  1.18060857  29.62525425  29.55057707  33.13864972  19.88988403
  41.14562527  12.45137576  44.57534737  10.3121205   45.27982583
  22.60668294  32.34795743  30.43591761  39.24252502  25.10721522
  23.05195983  14.20081424  21.90103637  12.21998919  11.92737824
   6.39669957   5.20101487   1.51392497   0.83901865   4.48392126
   5.1302857 ]","[ -5.22987864 -29.62254681 -14.16588465 -38.48782464 -45.09784355
 -18.02267641 -71.44541651 -29.75629031 -71.29686057 -53.02659018
 -54.71152326 -30.64503968 -37.26644063 -35.64527491 -33.24288287
 -28.43847344 -37.20412022 -22.4893019  -23.97187798 -11.08569034
  -7.61865244  -6.27680252  -1.84943836  -0.96568315  -4.44496472
  -6.49869977]","[  7.44363712   1.1303986   -3.60578737 -14.43548268  20.12393643
 -34.38771995  32.87547244 -33.89545386  22.68522659 -12.26540529
  16.39101729  -8.26845047  11.74187019 -10.30812987   5.55743175
 -10.46643261  12.33452512  -4.16710034   4.37017878  -1.39577193
   0.59832388  -0.12126418   0.08181597   0.03965235  -0.33613973]","[  7.81288788  10.93549017  12.81857348  10.79740213  13.24238374
  16.45344169  15.46929756  15.73873794  17.22694021  18.0435027
  14.66790721  13.7572597   12.22172563  11.65347128  11.34209198
   9.27943137   8.17303226   6.58210703   5.33040304   3.39736152
   2.68897022   1.45565737   0.76035047   1.11907482   1.76602153]"
37,blues,blues.00037.au,22050,30,"[ -4.48157681   5.50456121  -1.58616327   4.55370328  -9.44164156
  15.22493846 -18.61552013   9.41937772 -20.73501019   1.3792134
 -11.81392024  -1.48472154  -7.25898496   3.87190917  -4.73233676
  -0.3353133   -2.1329646   -0.46920037  -2.13626848   0.91098158
  -1.75608332  -0.80087677  -0.29558894   0.05906193   0.14877076
   0.29693286]","[  2.11433469   9.22273171  12.25431703  12.16110113  12.7335715
  14.05148939  13.24231258  13.83642573  12.91043559  11.52428076
  13.71067724  12.84620762  13.21720046  10.51648545  10.32525423
   9.10360784   8.01601322   7.0640926    5.57267167   3.98723909
   2.67863278   1.76978522   0.5946812    0.32597105   1.01355345
   1.6951523 ]","[  0.56664174  29.67464707  33.06829515  35.68622592  24.40749951
  60.98904153  17.26300246  48.4374937   22.0473842   44.42562358
  43.55600929  42.70307786  35.14896641  44.85672417  32.84699386
  31.30647879  27.21014327  25.22819433  19.13802148  13.74071508
   7.8778104    7.07893187   1.80276761   1.30541059   3.88460999
   5.78207039]","[-10.15320273 -23.05273763 -35.49762294 -35.0102338  -49.56257935
 -29.82795803 -60.90432189 -28.04184044 -58.92547995 -50.36253249
 -53.64858996 -37.51941981 -42.0640393  -30.01240141 -32.39501632
 -41.11979172 -32.69966701 -21.0784963  -19.3471357  -11.58820919
 -10.45893885  -6.61062038  -2.09614053  -1.25661842  -2.93356328
  -6.217155  ]","[  9.98613801  -7.09072447   6.13986655 -13.99534484  24.66658002
 -33.84045858  28.03489785 -30.15438791  22.11422359 -13.19313365
  10.3291987   -5.77426342  11.13089413  -8.60424593   4.39702346
  -1.7976513    1.66376423  -1.66706811   3.04725006  -2.6670649
   0.95520655   0.50528783   0.35465087   0.08970882   0.1481621 ]","[ 10.49249054  10.12483052   9.99341107  11.49120236  17.34660898
  16.45367214  16.12318404  16.71755213  15.73582516  15.24618422
  15.65219644  16.24564204  15.00089808  11.8184741   11.73825306
  10.86824777   8.11028082   7.14941237   6.27715033   3.76370959
   2.55855671   1.72132656   0.78501028   1.04336573   1.72558874]"
38,blues,blues.00038.au,22050,30,"[ -2.19422914   1.99543319   7.79506806   2.01383662  -7.3163134
  12.47430267 -25.78903508   6.54107307 -20.12436999   6.70782636
 -25.65780667  -5.06138311 -10.92164663   2.68238139  -8.26365027
   0.5904017   -9.6002986   -0.93305973  -2.04849323   0.49989706
  -2.26649038   1.33903464   0.18624321   0.03575514  -0.05149528
   0.67443564]","[  1.32910206   8.9360431    7.83573697   9.84243959  10.12183745
  11.29300177  10.82729615  12.3893671   12.60346113  10.81397913
   9.73983928   9.82636736   9.86205212   9.10967948   7.43248429
   7.07352422   5.59178028   5.63547376   4.16702481   2.92411273
   2.04795852   1.28971623   0.50370831   0.29795642   1.05149308
   1.69279227]","[  1.87322646  26.10996728  33.52986401  29.32676978  22.70267766
  47.36347732  16.12110052  49.09531044  20.0898335   39.23399961
   7.94719867  25.78156608  25.8054522   31.14852604  17.00869145
  24.76585983  11.0657046   16.87884575  11.79509039  10.14280779
   4.26255912   5.3972266    1.73169565   1.1385443    3.96042631
   8.60373638]","[ -7.84231759 -41.34937395 -17.44830039 -29.21027757 -42.80354851
 -22.51264485 -57.74173081 -29.53447294 -64.6368525  -39.92626215
 -60.07638335 -37.61772014 -41.55563718 -27.41405889 -38.62449157
 -22.2141894  -28.41374821 -24.85676526 -16.73725972  -9.66841226
  -9.14971722  -2.82959802  -1.43385449  -1.12747794  -3.29840926
  -4.18890288]","[  4.18966233   5.79963487  -5.78123144  -9.33015002  19.79061607
 -38.26333775  32.33010815 -26.66544306  26.83219635 -32.36563303
  20.59642356  -5.86026352  13.60402802 -10.94603165   8.85405196
 -10.19070029   8.66723886  -1.1154335    2.54839029  -2.76638744
   3.60552503  -1.15279143  -0.15048807  -0.08725041   0.72593091]","[  9.72920127  13.69711212  10.72102786  11.63942106  14.32076364
  14.95289719  16.47063857  20.34975708  16.44002648  13.71097644
  11.74914164  13.73716733  11.48858634  10.86542514   9.81343803
   9.16094037   7.27117015   6.82127897   4.69469852   3.39840521
   2.30078375   1.26614742   0.6801594    1.00749824   1.67828789]"
39,blues,blues.00039.au,22050,30,"[ -4.20651337   8.68421926   6.37139438   3.81177237  -7.9814166
  12.71046144 -18.56066913   4.08668708 -21.29898152  -0.12547512
 -15.24207014   4.0819014   -6.19177818   0.86392444  -3.92885277
   0.88522484  -5.57279047   1.88402442  -3.32270295  -0.15787266
  -2.53652911  -0.44461769  -0.28639758   0.05961918   0.12051312
   0.05834713]","[  1.68964716  10.57009921   7.33703521  10.73478575  12.46477381
  11.66594548  12.56669938  12.03771214  10.68645667  12.2446694
  10.63334752   9.87449988  10.66093255   9.81746296   8.47117912
   7.55102527   8.2253996    5.36114283   4.13520297   3.46360505
   2.12795685   1.59012995   0.51543709   0.26548711   0.91426051
   1.60804103]","[  2.91019939e-02   3.31893978e+01   3.68003398e+01   3.37082088e+01
   2.78269680e+01   4.33856031e+01   2.23665452e+01   4.06572218e+01
   1.10497972e+01   4.20002118e+01   1.96027565e+01   4.12355505e+01
   2.88569673e+01   3.07276773e+01   2.89852511e+01   3.23801874e+01
   2.06814363e+01   1.96077190e+01   1.55363501e+01   1.10738700e+01
   4.70765476e+00   4.85777950e+00   1.36925667e+00   8.64861073e-01
   3.26969537e+00   5.34080091e+00]","[ -8.91774846 -39.36584981 -15.62848031 -26.68094675 -43.06861205
 -30.51810009 -60.23264439 -31.09751457 -58.88600546 -41.17256778
 -47.19443047 -26.02857348 -38.84289051 -32.29125303 -33.91615977
 -28.37933797 -28.89311531 -14.5874204  -18.08892398 -13.14632691
  -9.12043378  -5.40127781  -1.74409335  -0.90978462  -3.23449939
  -5.1168879 ]","[ 12.89073262  -2.31282488  -2.559622   -11.79318897  20.69187804
 -31.27113057  22.64735621 -25.3856686   21.1735064  -15.11659501
  19.32397154 -10.27367958   7.05570261  -4.79277721   4.81407761
  -6.45801531   7.45681489  -5.20672737   3.16483029  -2.37865645
   2.09191143   0.15822011   0.34601676   0.06089394  -0.06216599]","[ 11.29116318  12.99311689  11.01179552   9.79013577  14.12438848
  14.81001822  14.71905641  16.76161896  17.02040786  16.15141023
  13.18301402  13.63316394  12.26535381  11.19024107  10.57066678
   8.88665318   8.08097205   5.90909888   4.69058699   3.90836541
   2.28649523   1.40297372   0.65665764   0.90196933   1.734182  ]"
40,blues,blues.00040.au,22050,30,"[ -9.16583846e-01  -1.01057425e+01  -7.33808532e+00   2.19519026e+01
  -1.16395937e+01   1.04516649e+01  -1.49417826e+01   3.64037143e+00
  -2.02522888e+01   5.43074953e+00  -1.29017544e+01  -3.53067170e-02
  -7.47074003e+00   8.38249533e+00  -1.11655761e+01  -2.28501573e-01
   3.41905631e-02   1.40800475e+00  -2.49713158e+00   1.14894114e+00
   2.89302425e-01  -1.12991470e-01  -1.05722547e-01   1.34794109e-02
   2.38098596e-01  -3.90585730e-01]","[  1.13210172   5.29948514   9.49965202   8.99099177   8.9382828
   8.2327664   12.0202457    8.51871133   9.46920809  11.50957518
  10.5490053    7.75597864  10.51541267   7.27347347   7.00745236
   6.82240057   4.94267281   4.32110388   3.24908957   2.59149759
   1.83119024   1.0199807    0.35835865   0.21127193   0.91130253
   1.43178767]","[  1.51160452   3.79262702  26.79623854  46.95391032  16.8058781
  36.1103349   27.74524743  40.39043382   7.29902653  48.2978467
  21.04065383  27.49668182  32.68009402  29.75317872  15.18547317
  22.45835005  18.77838885  15.61072704  10.83140848  11.58764522
   8.28077574   3.4063357    0.96890581   0.75453177   3.17108142
   4.90376837]","[ -3.96004201 -27.49350536 -37.72697481  -6.62260996 -42.77484131
 -19.76700039 -55.03129181 -32.78515722 -58.17058181 -30.39754743
 -39.33127468 -32.45511584 -43.45609261 -16.76863859 -34.2791148
 -24.39833959 -16.84995245 -19.37726603 -11.64679811  -9.39027554
  -5.79548446  -3.97273946  -1.4847039   -0.59932856  -2.38794059
  -5.18642953]","[ -9.18915866e+00   2.76765718e+00   2.92899879e+01  -3.35914962e+01
   2.20912586e+01  -2.53934475e+01   1.85821540e+01  -2.38926602e+01
   2.56830383e+01  -1.83325039e+01   1.28664477e+01  -7.43543331e+00
   1.58532354e+01  -1.95480714e+01   1.09370745e+01   2.62692136e-01
   1.37381418e+00  -3.90513633e+00   3.64607272e+00  -8.59638716e-01
  -4.02293895e-01   7.26892331e-03   1.19201958e-01   2.24619185e-01
  -6.28684326e-01]","[  5.98590225  11.92004637  10.53016192   9.90650121  11.33754111
  13.17965621  11.05822424  13.56148429  13.91753584  10.32072663
  12.12214343  10.39017432  10.57847643   8.9853264    8.9970625
   7.40124369   5.56072359   5.16095061   3.41046221   2.63116794
   1.87985721   0.96637462   0.46782698   0.81091089   1.20027377]"
41,blues,blues.00041.au,22050,30,"[ -0.8713451  -10.99893329  -6.25600041  11.40448919  -8.4539946
  11.79316611  -9.24979758  13.25378258 -20.18021387   4.49158926
 -11.34477137   4.60877915  -1.78255717   8.81242469 -14.58790453
   1.91649813   0.58053115   0.80222899  -2.55145175   0.58498938
   0.74967378   0.0246994   -0.22604832   0.05951946   0.75390329
   0.13711992]","[  0.99317435   5.94910024  10.13250691   8.72545105   8.80830392
   8.90124379  12.41406938  10.44235872  10.16134298  12.4418083
  12.49745599   8.89454121   9.28577763   8.67322886   7.81064106
   5.92693213   5.37363691   3.95335684   3.09707491   2.79209278
   1.98341697   1.03857762   0.38053676   0.22748321   1.11288399
   1.66105038]","[  1.41672924   1.25127245  23.50711626  33.91266612  22.37252601
  38.14001265  44.69142659  56.33198417   9.98986575  50.30041555
  27.89972408  41.49827528  24.84936953  42.87766825  14.17302987
  21.51729511  19.0614609   14.96934135   9.32691993  11.11301639
   7.71020819   3.07994261   1.18971097   0.72119046   4.56160288
   5.74892578]","[ -3.41749589 -36.61208815 -35.0183147  -22.01840542 -40.01458904
 -18.43657244 -42.64131141 -19.66308692 -52.69956488 -29.6932138
 -40.7641391  -26.18534466 -33.5280036  -20.94697114 -40.54635247
 -23.08386276 -17.1689306  -14.17136726 -12.01024009  -8.24344551
  -7.40407209  -4.82029691  -1.44238392  -0.73893966  -2.97961412
  -6.82011262]","[-10.12758819   4.74293288  17.66048961 -19.85848379  20.24716071
 -21.04296369  22.50358016 -33.43399645  24.67180313 -15.83636063
  15.95355052  -6.39133632  10.59498186 -23.40032922  16.50440266
  -1.33596698   0.22169784  -3.35368074   3.13644113   0.1646844
  -0.72497439  -0.25074772   0.28556778   0.69438383  -0.61678337]","[  6.47218224  13.94064088  11.4208287    9.87988701  10.24947418
  16.39282553  12.22011507  14.33417099  15.68445045  10.06412726
  15.7315356   10.67987909  10.23118828  10.06311592   8.44808831
   7.65279383   6.15789365   4.50068007   3.37127858   2.71740732
   1.91199985   1.00839731   0.50694283   0.99118616   1.22874295]"
42,blues,blues.00042.au,22050,30,"[ -1.30511656 -12.57176931  -9.76701281  24.00531756   1.154845
  19.91686479 -14.49118543  10.28403279 -12.22095343   3.09316436
 -19.94119532   4.43216075   2.88298997  13.72862422 -13.69966132
   2.24594369   1.34804791   0.29530719  -4.58492627  -0.41666714
  -0.1382008   -0.69936823  -0.36448636  -0.03371272   0.08181643
  -0.97669892]","[  1.04410157   5.44466856  10.99914353   6.74180571   7.52909523
   7.45969105   9.35011481   9.31284361  12.01863084  10.417008
  10.36460185   9.22928669  10.29710895   9.45508209   8.27826178
   7.93520399   7.00574039   5.10458555   4.09145173   2.75990403
   2.39779274   1.87372025   0.56656164   0.24994381   1.01943403
   1.89959801]","[  1.57199401   5.97109234  26.63923657  46.44312858  28.70091305
  41.38793665  22.52315802  41.35589818  21.23724014  45.6101455
  16.96525036  31.38821691  35.98728676  46.58961461  11.27456975
  24.35351658  23.59309893  15.24866916   9.01765187   9.90649438
   7.73970291   4.46997241   1.2417741    1.0498083    2.94647202
   5.37373664]","[ -4.55738363 -27.92359719 -32.63762794   5.06271892 -22.58156428
  -5.16660894 -44.58042766 -25.81886404 -50.24060079 -31.99998561
 -49.55883289 -30.98840824 -30.34975849 -20.70012858 -42.79523858
 -23.71722315 -23.23125891 -17.2686855  -22.30720301 -11.3865989
  -8.13136031  -6.89415408  -2.18545737  -0.89062739  -3.20138514
  -7.24675455]","[-11.26665274   2.8047565   33.77233037 -22.85047256  18.76201979
 -34.40805022  24.77521821 -22.50498621  15.31411779 -23.03435968
  24.37335607  -1.54917078  10.84563425 -27.42828554  15.94560501
  -0.89789578  -1.05274071  -4.88023347   4.16825914   0.27846633
  -0.56116743   0.33488186   0.33077365   0.11552914  -1.05851534]","[  6.16108625  12.35198336  12.86123954   9.81769888   8.6880226
   9.92634101  10.15692783  13.78307634  13.0190026   13.8060469
  11.29093927  12.54561217  10.43211717  11.17329845   9.82914243
   7.4028041    7.40135831   4.84428439   4.56276292   2.99771567
   1.8899778    1.66019215   0.6852548    1.0069408    1.56147119]"
43,blues,blues.00043.au,22050,30,"[ -1.29436722  -8.40215011  -6.933231     8.73063005  -6.88383572
  14.4491889  -11.8503024   12.61805537 -20.32690186   3.83317956
 -19.31691772   1.14229572  -5.49539712   8.72977709  -7.81483354
   0.96419637  -1.27920631   3.22401653  -1.2707024    0.18895452
  -0.56210351  -0.05420334  -0.17814148   0.02152669   0.1977997
  -0.2550725 ]","[  1.29634164   4.97326308  10.07543857   7.43525745   7.68859595
   9.4389084   10.19796918  10.15157556   8.09451527  11.61004376
   8.71950788   8.04743077   8.444858     8.50983615   6.70353038
   5.48571483   6.08594277   4.63780906   3.25471033   2.73217202
   1.90507141   1.13538127   0.46863883   0.22666193   1.01006286
   1.58895836]","[  1.59922333   5.0840529   12.7508686   32.89178139  19.15520193
  45.62144242  32.60875211  57.04642927  10.060417    48.03380054
  16.60400163  37.7139217   16.22027211  44.10659343  21.23920823
  17.62598157  21.66065541  17.12569398   9.54903395   9.7152778
   6.87499398   3.09725572   1.54107848   0.8436036    3.72772984
   5.58780222]","[ -4.42394077 -24.86700053 -39.09216703 -17.48997311 -35.65227726
 -11.6012681  -41.69169667 -27.22164831 -51.87119089 -23.16635304
 -44.11707513 -26.75297702 -36.24152501 -25.70138224 -33.73496277
 -18.51944245 -25.07597786 -23.7078137  -12.45067387  -8.18926383
  -6.32143606  -4.25606123  -1.76627824  -0.93800412  -2.97547347
  -4.79693183]","[ -7.1077829    1.46891911  15.66386105 -15.61446577  21.33302462
 -26.29949129  24.46835777 -32.94495723  24.16008142 -23.15009728
  20.45921345  -6.63769285  14.22517421 -16.54461063   8.77902991
  -2.24340268   4.50322284  -4.49471893   1.45965692  -0.75105803
   0.50790017  -0.12393815   0.19966817   0.17627301  -0.4528722 ]","[  5.82132574  11.53505716   8.2933023    9.82184613  10.31787663
  15.38051147  10.05587415  13.793897    13.44609669   9.84543449
  10.93327745   9.93768196   8.52007029  10.01556982   7.08515557
   8.38808702   7.01837994   4.56823213   3.90136341   2.51921452
   2.15252759   0.97507435   0.61283455   0.91361334   1.15164367]"
44,blues,blues.00044.au,22050,30,"[ -9.09192221e-01  -1.08734477e+01  -9.07176188e+00   1.79797921e+01
  -6.08612329e+00   1.81159048e+01  -1.35153094e+01   9.54020609e+00
  -1.52772305e+01   2.51531469e+00  -1.68548705e+01   6.55039862e+00
   1.65051459e+00   1.10996985e+01  -9.98208719e+00   1.71957035e+00
   4.88422230e-01   2.22243556e-02  -4.64370742e+00  -1.49040970e+00
  -1.18045546e-02  -4.06469932e-01  -2.04450897e-01  -5.23643331e-02
   2.79756406e-01  -4.30933740e-01]","[  0.72413537   4.92371157   8.63513311   6.75876554   6.96690864
   7.52583666   8.98101979  10.31866767  11.82530357   9.71253919
   9.93135224  11.93419201  11.45514391  10.46380575   8.8612907
   8.13126494   7.08111814   5.37439158   4.71390116   3.21523831
   2.1322558    1.4483695    0.49763621   0.2311504    0.9553607
   1.67239811]","[  1.5916721    2.20294154  15.2004229   39.96838993  18.80232755
  44.73707576  23.05336834  50.0883881   24.72719865  37.12422135
  19.96649704  38.19823969  34.50656869  47.60773254  18.99253278
  31.50023896  21.16739518  22.02309348  10.88932432  10.48325823
   6.91306593   4.044775     1.5034156    0.78435279   3.8312302
   7.84202845]","[ -2.92868033 -25.65490242 -33.17064361  -5.73914651 -28.85353821
  -3.43390191 -41.41522776 -20.77392438 -45.35162451 -27.18351041
 -47.39725978 -44.94976771 -38.72639562 -31.48419453 -41.25061448
 -24.74060107 -32.38443459 -16.62252382 -19.65737191 -13.37071337
  -7.31883904  -6.05862601  -1.90730446  -0.80707795  -3.14002992
  -6.07598812]","[ -9.96425543   1.80168578  27.05155395 -24.06591536  24.20202806
 -31.63121422  23.05551554 -24.81743655  17.79254515 -19.37018518
  23.40526911  -4.89988403   9.44918393 -21.08178571  11.70165754
  -1.23114812  -0.46619787  -4.66593177   3.15329772   1.47860514
  -0.39466538   0.20201904   0.15208656   0.33212074  -0.71069015]","[  5.50681145  11.17501086  10.57208131   9.43595115   8.32094361
   9.67609155  10.34936991  10.8311847   11.37217655  10.23440289
  11.27162766  10.9981989   11.08869957  10.73303757   9.67953661
   7.78347626   8.20470308   4.83473923   4.63543226   3.12373046
   2.18869917   1.34589605   0.61008194   0.93877397   1.53973401]"
45,blues,blues.00045.au,22050,30,"[ -2.04138062e+00  -7.94263350e+00   4.15015533e-03   3.13301873e+01
   8.87459619e-01   1.45041216e+01  -1.58932127e+01   7.82015121e+00
  -1.54395902e+01  -4.02538850e-01  -1.78483493e+01   9.54394705e-01
  -1.89079661e-01   1.06613646e+01  -1.38459865e+01  -9.94640602e-01
  -7.98804493e-01   1.52475830e+00  -4.44671781e+00   5.16639444e-01
   1.66418514e-02  -5.43408363e-01  -6.04466817e-02   1.92965420e-02
   4.44741656e-01  -6.97104256e-01]","[ 0.70583841  4.93388971  7.36446629  5.15349552  4.94152108  6.05673111
  6.5644589   6.05045101  8.36122428  8.27660285  8.99736159  8.6517461
  6.76432843  7.75085752  5.90382551  5.14149022  4.7701095   3.70166452
  3.27708282  2.52341024  1.72706498  1.16149514  0.4187581   0.22608965
  1.10548953  1.47815725]","[ -0.22898214   6.05274365  23.18580583  48.33085758  20.30328186
  34.02529709   9.52536039  28.74601498  30.63859784  31.14301737
  16.41895192  33.53747535  24.78924554  38.5776922    7.76534829
  16.41412523  19.93646774  16.63449093   4.82208577   9.70400324
   6.81402052   3.52540393   1.34109101   0.72363475   4.46955175
   5.05317209]","[ -4.66851103 -21.54322681 -22.61654208  12.48150172 -17.83660425
  -7.11874351 -39.07284582 -15.63210064 -40.49593608 -29.17639285
 -47.78270943 -30.7962899  -24.59779285 -17.81100361 -38.44979337
 -21.72047957 -22.24810339 -12.01945218 -18.90052284 -10.41799249
  -6.87800094  -5.47819183  -1.41900513  -0.92178186  -1.94451519
  -5.55604223]","[ -5.90125288   7.94678365  31.32603716 -30.4427277   13.61666195
 -30.39733423  23.71336388 -23.2597414   15.03705134 -17.44581045
  18.80274401  -1.14347437  10.85044422 -24.5073511   12.85134594
   0.19583611   2.3235628   -5.97147612   4.96335726  -0.49999759
  -0.56005021   0.48296168   0.07974322   0.42544511  -1.14184591]","[  5.48173878  10.35213551  10.15721346   6.75146892   6.27573086
   7.38810174   7.58747161   9.20663803   8.61162893   9.58120903
   8.71093538   9.40709601   7.72278125   7.23603444   6.8770159
   5.14299389   5.57592141   3.92922623   3.77185991   2.30026668
   1.98576881   1.08013414   0.54489258   1.04011031   1.18633599]"
46,blues,blues.00046.au,22050,30,"[ -2.54947566  -8.57259148   1.78985227  22.73665379  -2.26113456
  13.66326881 -16.57996392   5.56191261 -17.56380071  -2.04877617
 -13.77245691   2.17582939  -1.69591291   7.84181333 -11.65080251
   1.3692396    0.84194841   1.55343622  -4.34913111   0.67584798
  -0.35382418  -0.34542434  -0.26390488  -0.02576404   0.2141205
  -0.91347828]","[ 1.14078769  7.03034321  8.35596075  8.80856174  8.29879559  7.34575671
  9.97754375  8.1837746   8.73748491  9.34841433  8.17924917  7.41593739
  8.00573094  7.12134512  5.11739766  4.81017235  5.20652962  3.80393025
  3.27780016  2.5928483   1.55003596  1.06158057  0.40345639  0.20967091
  0.87947321  1.3369006 ]","[  0.71184515   7.88352315  21.69585653  43.43539878  22.87447826
  39.24808014   8.94499643  27.52278993  11.41826284  35.85725572
  15.53159518  28.15541741  23.10116347  35.82001627  11.75961813
  19.2079637   20.34693773  15.64942147   7.94452668   8.281271
   5.97825762   2.97382222   1.2239028    0.7229328    5.47104199
   4.46455507]","[ -6.10014466 -31.82927843 -30.35652956 -13.98726402 -38.04030346
 -14.39795452 -72.66111345 -28.19550033 -57.53203554 -29.89348168
 -42.26986059 -34.91065715 -32.95502746 -17.77256397 -28.5489208
 -16.8703067  -18.06031234 -15.3058995  -16.04988216  -8.25998318
  -4.77356411  -6.14563794  -1.74436328  -0.7134865   -2.74941263
  -5.62460035]","[ -6.02311582e+00   1.03624438e+01   2.09468015e+01  -2.49977883e+01
   1.59244034e+01  -3.02432327e+01   2.21418765e+01  -2.31257133e+01
   1.55150245e+01  -1.17236807e+01   1.59482863e+01  -3.87174230e+00
   9.53772624e+00  -1.94926158e+01   1.30200421e+01  -5.27291188e-01
   7.11487812e-01  -5.90256734e+00   5.02497910e+00  -1.02967216e+00
   8.39983806e-03   8.15194605e-02   2.38140842e-01   2.39884546e-01
  -1.12759878e+00]","[  7.69554115  12.91557199  12.63883943   9.23284845   8.3915104
  10.39250772  10.06518277   9.63754537   9.39805541   9.85416866
   9.1786619    9.46402864   7.44720765   7.96628542   6.63404312
   5.43750894   5.29795923   4.72464754   3.33517976   2.4996612
   1.67916385   1.06839239   0.51028396   0.82200686   1.29690336]"
